codice_scuola|classi|descrizione_indirizzo
"BRPS00301X"|2|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"BRPS00301X"|2|"LINGUISTICO"
"BRPS00401Q"|2|"SCIENTIFICO"
"BRPS00401Q"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"BRPS008013"|3|"SCIENTIFICO EUROPEO/ INTERNAZIONALE"
"BRPS01101V"|2|"SCIENTIFICO"
"BRPS01101V"|2|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"BRPS01201P"|2|"SCIENTIFICO"
"BRPS030007"|4|"SCIENTIFICO"
"BRPS030007"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"BRPS060003"|6|"SCIENTIFICO"
"BRRC01000E"|3|"SERVIZI COMMERCIALI"
"BRRC01001G"|3|"SERVIZI COMMERCIALI"
"BRRC01050X"|1|"SERVIZI COMMERCIALI"
"BRRF003016"|1|"SERVIZI SOCIO-SANITARI"
"BRRF00601N"|4|"SERVIZI SOCIO-SANITARI"
"BRRF010008"|3|"SERVIZI SOCIO-SANITARI"
"BRRF010008"|1|"SERVIZI SOCIO-SANITARI - OTTICO"
"BRRF010008"|1|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"BRRF01003B"|2|"SERVIZI SOCIO-SANITARI"
"BRRH006015"|8|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"BRRH00650D"|1|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"BRRH00901L"|6|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"BRRH01000Q"|13|"SERVIZI COMMERCIALI"
"BRRH01002T"|2|"SERVIZI COMMERCIALI"
"BRRI010007"|6|"MANUTENZIONE E ASSISTENZA TECNICA"
"BRRI01004B"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"BRRI01051N"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"BRSL01201G"|2|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"BRSL01201G"|1|"MUSICALE E COREUTICO - SEZIONE MUSICALE"
"BRTA00701L"|1|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"BRTA00702N"|1|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"BRTD006017"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"BRTD00901P"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"BRTD00901P"|1|"TURISMO"
"BRTD01000T"|6|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"BRTD010042"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"BRTD01101P"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"BRTD011503"|1|"V.O. TECNICO COMMERCIALE"
"BRTD01301A"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"BRTD01351Q"|1|"V.O. TECNICO COMMERCIALE"
"BRTD04000N"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"BRTD04000N"|1|"TURISMO"
"BRTD04000N"|1|"GRAFICA E COMUNICAZIONE"
"BRTD040503"|1|"V.O. TECNICO COMMERCIALE"
"BRTD07000D"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"BRTD07000D"|2|"TURISMO"
"BRTD07000D"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"BRTF007019"|1|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"BRTF010004"|2|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"BRTF010004"|3|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"BRTF010004"|3|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"BRTF02000P"|4|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"BRTF02000P"|2|"TRASPORTI E LOGISTICA  - BIENNIO COMUNE"
"BRTF02000P"|3|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"BRTF02000P"|2|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"BRTF02001Q"|2|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"BRTF030009"|9|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"BRTF030009"|3|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"BRTH01000G"|6|"TRASPORTI E LOGISTICA  - BIENNIO COMUNE"
"BRTL01301R"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"BSEE023015"|1|"da 28 a 30 ore settimanali"
"BSEE023026"|1|"27 ore settimanali"
"BSEE023026"|1|"da 28 a 30 ore settimanali"
"BSEE023037"|1|"da 28 a 30 ore settimanali"
"BSEE023048"|1|"da 28 a 30 ore settimanali"
"BSEE02306A"|1|"27 ore settimanali"
"BSEE02307B"|1|"da 28 a 30 ore settimanali"
"BSEE02309D"|1|"da 28 a 30 ore settimanali"
"BSEE031014"|3|"da 28 a 30 ore settimanali"
"BSEE031058"|2|"da 28 a 30 ore settimanali"
"BSEE03108B"|1|"tempo pieno per 40 ore settimanali"
"BSEE03110E"|1|"da 28 a 30 ore settimanali"
"BSEE03110E"|1|"tempo pieno per 40 ore settimanali"
"BSEE07101E"|3|"da 28 a 30 ore settimanali"
"BSEE07104N"|3|"da 28 a 30 ore settimanali"
"BSEE073016"|1|"27 ore settimanali"
"BSEE073016"|2|"da 28 a 30 ore settimanali"
"BSEE073038"|2|"da 28 a 30 ore settimanali"
"BSEE073049"|1|"27 ore settimanali"
"BSEE073049"|2|"da 28 a 30 ore settimanali"
"BSEE073049"|1|"tempo pieno per 40 ore settimanali"
"BSEE079015"|2|"da 28 a 30 ore settimanali"
"BSEE079015"|2|"tempo pieno per 40 ore settimanali"
"BSEE079026"|1|"da 28 a 30 ore settimanali"
"BSEE079026"|2|"tempo pieno per 40 ore settimanali"
"BSEE07907B"|2|"da 28 a 30 ore settimanali"
"BSEE07909D"|1|"da 28 a 30 ore settimanali"
"BSEE08901Q"|9|"27 ore settimanali"
"BSEE09101Q"|2|"da 28 a 30 ore settimanali"
"BSEE09102R"|2|"da 28 a 30 ore settimanali"
"BSEE09104V"|2|"da 28 a 30 ore settimanali"
"BSEE091061"|2|"da 28 a 30 ore settimanali"
"BSEE091072"|2|"da 28 a 30 ore settimanali"
"BSEE09701P"|2|"da 28 a 30 ore settimanali"
"BSEE09701P"|4|"tempo pieno per 40 ore settimanali"
"BSEE09703R"|1|"tempo pieno per 40 ore settimanali"
"BSEE09704T"|1|"tempo pieno per 40 ore settimanali"
"BSEE10501C"|2|"27 ore settimanali"
"BSEE10502D"|2|"da 28 a 30 ore settimanali"
"BSEE10503E"|2|"27 ore settimanali"
"BSEE10505L"|1|"da 28 a 30 ore settimanali"
"BSEE10506N"|1|"da 28 a 30 ore settimanali"
"BSEE10509R"|1|"27 ore settimanali"
"BSEE105143"|2|"da 28 a 30 ore settimanali"
"BSEE105165"|2|"da 28 a 30 ore settimanali"
"BSEE107014"|2|"da 28 a 30 ore settimanali"
"BSEE107014"|3|"tempo pieno per 40 ore settimanali"
"BSEE107047"|1|"da 28 a 30 ore settimanali"
"BSEE107047"|1|"tempo pieno per 40 ore settimanali"
"BSEE107069"|1|"tempo pieno per 40 ore settimanali"
"BSEE10707A"|2|"tempo pieno per 40 ore settimanali"
"BSEE115013"|1|"24 ore settimanali"
"BSEE115013"|2|"27 ore settimanali"
"BSEE115013"|1|"da 28 a 30 ore settimanali"
"BSEE115024"|3|"da 28 a 30 ore settimanali"
"BSEE115035"|1|"da 28 a 30 ore settimanali"
"BSEE115057"|1|"da 28 a 30 ore settimanali"
"BSEE115068"|1|"da 28 a 30 ore settimanali"
"BSEE115079"|2|"da 28 a 30 ore settimanali"
"BSEE12101A"|4|"da 28 a 30 ore settimanali"
"BSEE12104D"|1|"27 ore settimanali"
"BSEE12104D"|1|"da 28 a 30 ore settimanali"
"BSEE12105E"|2|"da 28 a 30 ore settimanali"
"BSEE127019"|2|"tempo pieno per 40 ore settimanali"
"BSEE12702A"|2|"tempo pieno per 40 ore settimanali"
"BSEE12703B"|1|"da 28 a 30 ore settimanali"
"BSEE13301L"|2|"da 28 a 30 ore settimanali"
"BSEE13301L"|1|"tempo pieno per 40 ore settimanali"
"BSEE13307V"|1|"da 28 a 30 ore settimanali"
"BSEE133091"|1|"da 28 a 30 ore settimanali"
"BSEE133103"|1|"da 28 a 30 ore settimanali"
"BSEE133114"|1|"da 28 a 30 ore settimanali"
"BSEE14502X"|4|"da 28 a 30 ore settimanali"
"BSEE14511A"|3|"da 28 a 30 ore settimanali"
"BSEE14512B"|1|"24 ore settimanali"
"BSEE14512B"|1|"da 28 a 30 ore settimanali"
"BSEE14701E"|3|"da 28 a 30 ore settimanali"
"BSEE14702G"|2|"da 28 a 30 ore settimanali"
"BSEE14703L"|2|"da 28 a 30 ore settimanali"
"BSEE14705P"|1|"da 28 a 30 ore settimanali"
"BSEE149016"|4|"da 28 a 30 ore settimanali"
"BSEE149016"|2|"tempo pieno per 40 ore settimanali"
"BSEE149027"|1|"da 28 a 30 ore settimanali"
"BSEE149027"|2|"tempo pieno per 40 ore settimanali"
"BSEE15301T"|1|"da 28 a 30 ore settimanali"
"BSEE15301T"|3|"tempo pieno per 40 ore settimanali"
"BSEE15302V"|1|"da 28 a 30 ore settimanali"
"BSEE153074"|2|"tempo pieno per 40 ore settimanali"
"BSEE15501D"|3|"da 28 a 30 ore settimanali"
"BSEE15503G"|1|"da 28 a 30 ore settimanali"
"BSEE15504L"|1|"da 28 a 30 ore settimanali"
"BSEE15505N"|1|"da 28 a 30 ore settimanali"
"BSEE155111"|1|"da 28 a 30 ore settimanali"
"BSEE155122"|1|"da 28 a 30 ore settimanali"
"BSEE155133"|1|"da 28 a 30 ore settimanali"
"BSEE155144"|1|"da 28 a 30 ore settimanali"
"BSEE802013"|1|"da 28 a 30 ore settimanali"
"BSEE802024"|1|"da 28 a 30 ore settimanali"
"BSEE802046"|1|"da 28 a 30 ore settimanali"
"BSEE802057"|1|"da 28 a 30 ore settimanali"
"BSEE80301V"|1|"24 ore settimanali"
"BSEE80301V"|1|"27 ore settimanali"
"BSEE80301V"|1|"da 28 a 30 ore settimanali"
"BSEE80302X"|2|"tempo pieno per 40 ore settimanali"
"BSEE803031"|2|"27 ore settimanali"
"BSEE80401P"|2|"da 28 a 30 ore settimanali"
"BSEE80401P"|2|"tempo pieno per 40 ore settimanali"
"BSEE80402Q"|1|"tempo pieno per 40 ore settimanali"
"BSEE80403R"|1|"tempo pieno per 40 ore settimanali"
"BSEE80501E"|1|"da 28 a 30 ore settimanali"
"BSEE80502G"|1|"da 28 a 30 ore settimanali"
"BSEE80504N"|1|"tempo pieno per 40 ore settimanali"
"BSEE80505P"|1|"tempo pieno per 40 ore settimanali"
"BSEE80601A"|2|"da 28 a 30 ore settimanali"
"BSEE80602B"|1|"tempo pieno per 40 ore settimanali"
"BSEE80604D"|1|"da 28 a 30 ore settimanali"
"BSEE807016"|1|"da 28 a 30 ore settimanali"
"BSEE807027"|1|"da 28 a 30 ore settimanali"
"BSEE808012"|2|"da 28 a 30 ore settimanali"
"BSEE808023"|1|"tempo pieno per 40 ore settimanali"
"BSEE808034"|2|"da 28 a 30 ore settimanali"
"BSEE808045"|1|"da 28 a 30 ore settimanali"
"BSEE80901T"|2|"27 ore settimanali"
"BSEE80901T"|1|"da 28 a 30 ore settimanali"
"BSEE810012"|4|"da 28 a 30 ore settimanali"
"BSEE81101T"|2|"da 28 a 30 ore settimanali"
"BSEE81102V"|1|"da 28 a 30 ore settimanali"
"BSEE81201N"|2|"da 28 a 30 ore settimanali"
"BSEE81202P"|1|"da 28 a 30 ore settimanali"
"BSEE81203Q"|1|"da 28 a 30 ore settimanali"
"BSEE81204R"|2|"da 28 a 30 ore settimanali"
"BSEE81301D"|2|"tempo pieno per 40 ore settimanali"
"BSEE81302E"|3|"da 28 a 30 ore settimanali"
"BSEE814019"|2|"27 ore settimanali"
"BSEE81402A"|1|"27 ore settimanali"
"BSEE81403B"|1|"27 ore settimanali"
"BSEE815015"|2|"tempo pieno per 40 ore settimanali"
"BSEE815026"|1|"27 ore settimanali"
"BSEE815026"|2|"da 28 a 30 ore settimanali"
"BSEE815037"|1|"27 ore settimanali"
"BSEE815037"|2|"da 28 a 30 ore settimanali"
"BSEE816011"|2|"tempo pieno per 40 ore settimanali"
"BSEE816022"|2|"tempo pieno per 40 ore settimanali"
"BSEE81701R"|1|"da 28 a 30 ore settimanali"
"BSEE81703V"|1|"da 28 a 30 ore settimanali"
"BSEE81704X"|1|"tempo pieno per 40 ore settimanali"
"BSEE817062"|1|"da 28 a 30 ore settimanali"
"BSEE81801L"|1|"da 28 a 30 ore settimanali"
"BSEE81802N"|1|"tempo pieno per 40 ore settimanali"
"BSEE81803P"|1|"da 28 a 30 ore settimanali"
"BSEE81804Q"|1|"da 28 a 30 ore settimanali"
"BSEE81805R"|1|"tempo pieno per 40 ore settimanali"
"BSEE81806T"|1|"da 28 a 30 ore settimanali"
"BSEE81901C"|2|"da 28 a 30 ore settimanali"
"BSEE81902D"|1|"tempo pieno per 40 ore settimanali"
"BSEE81903E"|1|"da 28 a 30 ore settimanali"
"BSEE81904G"|1|"da 28 a 30 ore settimanali"
"BSEE81905L"|1|"da 28 a 30 ore settimanali"
"BSEE82001L"|2|"da 28 a 30 ore settimanali"
"BSEE82001L"|1|"tempo pieno per 40 ore settimanali"
"BSEE82002N"|1|"da 28 a 30 ore settimanali"
"BSEE82101C"|2|"da 28 a 30 ore settimanali"
"BSEE82102D"|2|"da 28 a 30 ore settimanali"
"BSEE82103E"|1|"da 28 a 30 ore settimanali"
"BSEE82203A"|3|"da 28 a 30 ore settimanali"
"BSEE823014"|2|"da 28 a 30 ore settimanali"
"BSEE823014"|1|"tempo pieno per 40 ore settimanali"
"BSEE823025"|1|"da 28 a 30 ore settimanali"
"BSEE823036"|1|"tempo pieno per 40 ore settimanali"
"BSEE823058"|3|"tempo pieno per 40 ore settimanali"
"BSEE823069"|1|"da 28 a 30 ore settimanali"
"BSEE82307A"|1|"da 28 a 30 ore settimanali"
"BSEE82307A"|1|"tempo pieno per 40 ore settimanali"
"BSEE82401X"|4|"da 28 a 30 ore settimanali"
"BSEE824021"|1|"da 28 a 30 ore settimanali"
"BSEE824032"|1|"da 28 a 30 ore settimanali"
"BSEE82501Q"|3|"27 ore settimanali"
"BSEE82502R"|2|"da 28 a 30 ore settimanali"
"BSEE82601G"|2|"da 28 a 30 ore settimanali"
"BSEE82602L"|1|"27 ore settimanali"
"BSEE82603N"|1|"da 28 a 30 ore settimanali"
"BSEE82604P"|1|"da 28 a 30 ore settimanali"
"BSEE82701B"|5|"da 28 a 30 ore settimanali"
"BSEE82701B"|2|"tempo pieno per 40 ore settimanali"
"BSEE828017"|3|"da 28 a 30 ore settimanali"
"BSEE828028"|1|"da 28 a 30 ore settimanali"
"BSEE828039"|1|"da 28 a 30 ore settimanali"
"BSEE829013"|3|"27 ore settimanali"
"BSEE829024"|2|"27 ore settimanali"
"BSEE829035"|1|"27 ore settimanali"
"BSEE829035"|1|"tempo pieno per 40 ore settimanali"
"BSEE830028"|2|"da 28 a 30 ore settimanali"
"BSEE830039"|1|"da 28 a 30 ore settimanali"
"BSEE83004A"|1|"da 28 a 30 ore settimanali"
"BSEE831013"|1|"da 28 a 30 ore settimanali"
"BSEE831024"|1|"da 28 a 30 ore settimanali"
"BSEE831035"|1|"da 28 a 30 ore settimanali"
"BSEE83201V"|2|"da 28 a 30 ore settimanali"
"BSEE83301P"|1|"da 28 a 30 ore settimanali"
"BSEE83301P"|3|"tempo pieno per 40 ore settimanali"
"BSEE83401E"|1|"da 28 a 30 ore settimanali"
"BSEE83402G"|1|"da 28 a 30 ore settimanali"
"BSEE83403L"|1|"da 28 a 30 ore settimanali"
"BSEE83501A"|3|"tempo pieno per 40 ore settimanali"
"BSEE836016"|1|"da 28 a 30 ore settimanali"
"BSEE836016"|2|"tempo pieno per 40 ore settimanali"
"BSEE837012"|2|"da 28 a 30 ore settimanali"
"BSEE837023"|1|"da 28 a 30 ore settimanali"
"BSEE837023"|1|"tempo pieno per 40 ore settimanali"
"BSEE83801T"|2|"da 28 a 30 ore settimanali"
"BSEE83802V"|1|"da 28 a 30 ore settimanali"
"BSEE83803X"|2|"da 28 a 30 ore settimanali"
"BSEE83901N"|4|"tempo pieno per 40 ore settimanali"
"BSEE84001T"|4|"tempo pieno per 40 ore settimanali"
"BSEE84101N"|1|"da 28 a 30 ore settimanali"
"BSEE84101N"|1|"tempo pieno per 40 ore settimanali"
"BSEE84102P"|2|"tempo pieno per 40 ore settimanali"
"BSEE84201D"|3|"da 28 a 30 ore settimanali"
"BSEE843019"|4|"da 28 a 30 ore settimanali"
"BSEE84302A"|2|"da 28 a 30 ore settimanali"
"BSEE84303B"|1|"da 28 a 30 ore settimanali"
"BSEE84304C"|1|"da 28 a 30 ore settimanali"
"BSEE844015"|4|"tempo pieno per 40 ore settimanali"
"BSEE844026"|2|"da 28 a 30 ore settimanali"
"BSEE845011"|1|"27 ore settimanali"
"BSEE845011"|1|"tempo pieno per 40 ore settimanali"
"BSEE845022"|2|"da 28 a 30 ore settimanali"
"BSEE845022"|1|"tempo pieno per 40 ore settimanali"
"BSEE84601R"|1|"27 ore settimanali"
"BSEE84601R"|3|"da 28 a 30 ore settimanali"
"BSEE84701L"|2|"da 28 a 30 ore settimanali"
"BSEE84702N"|1|"da 28 a 30 ore settimanali"
"BSEE84703P"|1|"da 28 a 30 ore settimanali"
"BSEE84801C"|4|"da 28 a 30 ore settimanali"
"BSEE84802D"|1|"da 28 a 30 ore settimanali"
"BSEE84803E"|3|"da 28 a 30 ore settimanali"
"BSEE849018"|6|"27 ore settimanali"
"BSEE85001C"|3|"da 28 a 30 ore settimanali"
"BSEE85002D"|2|"da 28 a 30 ore settimanali"
"BSEE851018"|2|"27 ore settimanali"
"BSEE851029"|2|"27 ore settimanali"
"BSEE85103A"|1|"27 ore settimanali"
"BSEE85104B"|1|"27 ore settimanali"
"BSEE852014"|3|"da 28 a 30 ore settimanali"
"BSEE852025"|1|"da 28 a 30 ore settimanali"
"BSEE852036"|2|"da 28 a 30 ore settimanali"
"BSEE85301X"|2|"da 28 a 30 ore settimanali"
"BSEE853021"|1|"da 28 a 30 ore settimanali"
"BSEE853032"|1|"da 28 a 30 ore settimanali"
"BSEE853043"|1|"da 28 a 30 ore settimanali"
"BSEE85401Q"|2|"da 28 a 30 ore settimanali"
"BSEE85402R"|1|"da 28 a 30 ore settimanali"
"BSEE85403T"|1|"da 28 a 30 ore settimanali"
"BSEE85404V"|1|"da 28 a 30 ore settimanali"
"BSEE85405X"|1|"da 28 a 30 ore settimanali"
"BSEE854061"|1|"da 28 a 30 ore settimanali"
"BSEE85501G"|1|"da 28 a 30 ore settimanali"
"BSEE85502L"|3|"da 28 a 30 ore settimanali"
"BSEE85503N"|2|"da 28 a 30 ore settimanali"
"BSEE85504P"|1|"da 28 a 30 ore settimanali"
"BSEE85601B"|4|"da 28 a 30 ore settimanali"
"BSEE857017"|1|"da 28 a 30 ore settimanali"
"BSEE857017"|3|"tempo pieno per 40 ore settimanali"
"BSEE858013"|2|"da 28 a 30 ore settimanali"
"BSEE858024"|1|"da 28 a 30 ore settimanali"
"BSEE858035"|1|"da 28 a 30 ore settimanali"
"BSEE85901V"|2|"da 28 a 30 ore settimanali"
"BSEE85902X"|1|"da 28 a 30 ore settimanali"
"BSEE85902X"|1|"tempo pieno per 40 ore settimanali"
"BSEE859031"|1|"da 28 a 30 ore settimanali"
"BSEE860013"|2|"da 28 a 30 ore settimanali"
"BSEE860024"|1|"da 28 a 30 ore settimanali"
"BSEE860035"|2|"da 28 a 30 ore settimanali"
"BSEE86101V"|2|"da 28 a 30 ore settimanali"
"BSEE86101V"|2|"tempo pieno per 40 ore settimanali"
"BSEE86102X"|1|"da 28 a 30 ore settimanali"
"BSEE86102X"|1|"tempo pieno per 40 ore settimanali"
"BSEE861031"|1|"da 28 a 30 ore settimanali"
"BSEE861031"|2|"tempo pieno per 40 ore settimanali"
"BSEE86201P"|4|"tempo pieno per 40 ore settimanali"
"BSEE86301E"|4|"tempo pieno per 40 ore settimanali"
"BSEE86401A"|1|"da 28 a 30 ore settimanali"
"BSEE86402B"|1|"tempo pieno per 40 ore settimanali"
"BSEE86403C"|1|"da 28 a 30 ore settimanali"
"BSEE86404D"|1|"tempo pieno per 40 ore settimanali"
"BSEE86405E"|1|"tempo pieno per 40 ore settimanali"
"BSEE86406G"|1|"da 28 a 30 ore settimanali"
"BSEE865016"|3|"da 28 a 30 ore settimanali"
"BSEE865027"|2|"da 28 a 30 ore settimanali"
"BSEE866012"|2|"da 28 a 30 ore settimanali"
"BSEE866023"|1|"tempo pieno per 40 ore settimanali"
"BSEE86701T"|3|"da 28 a 30 ore settimanali"
"BSEE86801N"|1|"27 ore settimanali"
"BSEE86901D"|1|"da 28 a 30 ore settimanali"
"BSEE86902E"|1|"da 31 a 39 ore settimanali"
"BSEE86903G"|1|"da 28 a 30 ore settimanali"
"BSEE86904L"|1|"da 28 a 30 ore settimanali"
"BSEE86905N"|1|"da 28 a 30 ore settimanali"
"BSEE87001N"|1|"da 28 a 30 ore settimanali"
"BSEE87002P"|2|"da 28 a 30 ore settimanali"
"BSEE87003Q"|2|"da 28 a 30 ore settimanali"
"BSEE87004R"|1|"da 28 a 30 ore settimanali"
"BSEE87005T"|1|"da 28 a 30 ore settimanali"
"BSEE87101D"|2|"da 28 a 30 ore settimanali"
"BSEE87102E"|1|"da 28 a 30 ore settimanali"
"BSEE87103G"|2|"da 28 a 30 ore settimanali"
"BSEE87104L"|1|"da 28 a 30 ore settimanali"
"BSEE87105N"|1|"da 28 a 30 ore settimanali"
"BSEE872019"|1|"27 ore settimanali"
"BSEE872019"|1|"da 28 a 30 ore settimanali"
"BSEE87202A"|1|"27 ore settimanali"
"BSEE87202A"|1|"tempo pieno per 40 ore settimanali"
"BSEE87203B"|1|"tempo pieno per 40 ore settimanali"
"BSEE873015"|3|"da 28 a 30 ore settimanali"
"BSEE874011"|3|"da 28 a 30 ore settimanali"
"BSEE874022"|1|"da 28 a 30 ore settimanali"
"BSEE874033"|1|"da 28 a 30 ore settimanali"
"BSEE874044"|2|"da 28 a 30 ore settimanali"
"BSEE874055"|1|"da 28 a 30 ore settimanali"
"BSEE87501R"|2|"da 28 a 30 ore settimanali"
"BSEE87502T"|1|"da 28 a 30 ore settimanali"
"BSEE87503V"|2|"da 28 a 30 ore settimanali"
"BSEE87601L"|3|"tempo pieno per 40 ore settimanali"
"BSEE87602N"|2|"tempo pieno per 40 ore settimanali"
"BSEE87701C"|3|"da 28 a 30 ore settimanali"
"BSEE87702D"|3|"da 28 a 30 ore settimanali"
"BSEE87703E"|1|"da 28 a 30 ore settimanali"
"BSEE878018"|1|"da 28 a 30 ore settimanali"
"BSEE878018"|1|"tempo pieno per 40 ore settimanali"
"BSEE879014"|2|"tempo pieno per 40 ore settimanali"
"BSEE879025"|2|"da 28 a 30 ore settimanali"
"BSEE879047"|1|"da 28 a 30 ore settimanali"
"BSEE880018"|2|"27 ore settimanali"
"BSEE880029"|2|"27 ore settimanali"
"BSEE88003A"|1|"27 ore settimanali"
"BSEE881014"|2|"da 28 a 30 ore settimanali"
"BSEE881025"|1|"da 28 a 30 ore settimanali"
"BSEE881025"|1|"tempo pieno per 40 ore settimanali"
"BSEE88201X"|1|"da 28 a 30 ore settimanali"
"BSEE882021"|2|"da 28 a 30 ore settimanali"
"BSEE882032"|2|"tempo pieno per 40 ore settimanali"
"BSEE88301Q"|2|"da 28 a 30 ore settimanali"
"BSEE88302R"|1|"da 28 a 30 ore settimanali"
"BSEE88303T"|2|"tempo pieno per 40 ore settimanali"
"BSEE88304V"|2|"da 28 a 30 ore settimanali"
"BSEE88305X"|1|"da 28 a 30 ore settimanali"
"BSEE88401G"|1|"da 28 a 30 ore settimanali"
"BSEE88401G"|1|"tempo pieno per 40 ore settimanali"
"BSEE88402L"|2|"27 ore settimanali"
"BSEE88402L"|1|"tempo pieno per 40 ore settimanali"
"BSEE88403N"|2|"27 ore settimanali"
"BSEE88501B"|2|"da 28 a 30 ore settimanali"
"BSEE88502C"|1|"da 28 a 30 ore settimanali"
"BSEE88504E"|3|"tempo pieno per 40 ore settimanali"
"BSEE886017"|2|"da 28 a 30 ore settimanali"
"BSEE886028"|2|"da 28 a 30 ore settimanali"
"BSEE886039"|1|"da 28 a 30 ore settimanali"
"BSEE887013"|2|"tempo pieno per 40 ore settimanali"
"BSEE887024"|2|"tempo pieno per 40 ore settimanali"
"BSEE887035"|2|"tempo pieno per 40 ore settimanali"
"BSEE88801V"|2|"da 28 a 30 ore settimanali"
"BSEE88802X"|1|"da 28 a 30 ore settimanali"
"BSEE88802X"|1|"tempo pieno per 40 ore settimanali"
"BSEE88901P"|1|"da 28 a 30 ore settimanali"
"BSEE88901P"|1|"tempo pieno per 40 ore settimanali"
"BSEE88902Q"|2|"da 28 a 30 ore settimanali"
"BSEE88903R"|2|"da 28 a 30 ore settimanali"
"BSEE88903R"|1|"tempo pieno per 40 ore settimanali"
"BSMM073004"|10|"30 ore settimanali"
"BSMM073015"|3|"30 ore settimanali"
"BSMM073026"|2|"30 ore settimanali"
"BSMM07700B"|2|"30 ore settimanali"
"BSMM07700B"|1|"tempo prolungato a 36 ore settimanali"
"BSMM07702D"|2|"30 ore settimanali"
"BSMM07702D"|1|"tempo prolungato a 36 ore settimanali"
"BSMM07703E"|3|"30 ore settimanali"
"BSMM07703E"|1|"tempo prolungato a 36 ore settimanali"
"BSMM079003"|3|"30 ore settimanali"
"BSMM079014"|2|"30 ore settimanali"
"BSMM079025"|3|"30 ore settimanali"
"BSMM08400E"|6|"30 ore settimanali"
"BSMM08400E"|3|"tempo prolungato a 36 ore settimanali"
"BSMM08401G"|3|"30 ore settimanali"
"BSMM08900N"|4|"30 ore settimanali"
"BSMM08900N"|1|"tempo prolungato a 36 ore settimanali"
"BSMM08901P"|2|"30 ore settimanali"
"BSMM08901P"|1|"tempo prolungato a 36 ore settimanali"
"BSMM09700L"|2|"30 ore settimanali"
"BSMM09700L"|1|"tempo prolungato a 36 ore settimanali"
"BSMM09701N"|2|"30 ore settimanali"
"BSMM09701N"|1|"da 31 a 33 ore settimanali"
"BSMM09702P"|1|"30 ore settimanali"
"BSMM09702P"|2|"tempo prolungato a 36 ore settimanali"
"BSMM09703Q"|1|"30 ore settimanali"
"BSMM09703Q"|1|"tempo prolungato a 36 ore settimanali"
"BSMM099008"|3|"30 ore settimanali"
"BSMM099008"|1|"da 31 a 33 ore settimanali"
"BSMM099008"|1|"tempo prolungato a 36 ore settimanali"
"BSMM09903B"|2|"30 ore settimanali"
"BSMM09904C"|1|"30 ore settimanali"
"BSMM09905D"|2|"30 ore settimanali"
"BSMM10300P"|10|"30 ore settimanali"
"BSMM11100N"|6|"30 ore settimanali"
"BSMM11102Q"|2|"30 ore settimanali"
"BSMM11103R"|1|"30 ore settimanali"
"BSMM13900D"|2|"30 ore settimanali"
"BSMM13900D"|1|"tempo prolungato a 36 ore settimanali"
"BSMM13901E"|1|"30 ore settimanali"
"BSMM13901E"|1|"tempo prolungato a 36 ore settimanali"
