codscu|area_didattica|immatricolati
"BSPM04000A"|"LETTERARIA"|"12.9"
"BSPM04000A"|"PSICOLOGICA"|"12.9"
"BSPM04000A"|"GIURIDICA"|"8.6"
"BSPM04000A"|"LINGUISTICA"|"2.1"
"BSPM04000A"|"MEDICA"|"14.3"
"BSPM04000A"|"ARCHITETTURA"|"1.4"
"BSPM04000A"|"AGRARIO"|"1.4"
"BSPM04000A"|"INSEGNAMENTO"|"22.1"
"BSPS004017"|"INGEGNERIA"|"19"
"BSPS004017"|"ECONOMICO-STATISTICA"|"14.3"
"BSPS004017"|"SCIENTIFICA"|"4.8"
"BSPS004017"|"POLITICO-SOCIALE"|"9.5"
"BSPS004017"|"EDUCAZIONE FISICA"|"4.8"
"BSPS004017"|"LINGUISTICA"|"19"
"BSPS004017"|"MEDICA"|"19"
"BSPS004017"|"ARCHITETTURA"|"4.8"
"BSPS004017"|"INSEGNAMENTO"|"4.8"
"BSPS00601V"|"INGEGNERIA"|"10.4"
"BSPS00601V"|"ECONOMICO-STATISTICA"|"10.4"
"BSPS00601V"|"SCIENTIFICA"|"2.6"
"BSPS00601V"|"POLITICO-SOCIALE"|"6.5"
"BSPS00601V"|"GEO-BIOLOGICA"|"3.9"
"BSPS00601V"|"CHIMICO-FARMACEUTICA"|"6.5"
"BSPS00601V"|"LETTERARIA"|"6.5"
"BSPS00601V"|"PSICOLOGICA"|"3.9"
"BSPS00601V"|"GIURIDICA"|"13"
"BSPS00601V"|"LINGUISTICA"|"7.8"
"BSPS00601V"|"MEDICA"|"20.8"
"BSPS00601V"|"ARCHITETTURA"|"2.6"
"BSPS00601V"|"AGRARIO"|"1.3"
"BSPS00601V"|"INSEGNAMENTO"|"3.9"
"BSPS00701P"|"INGEGNERIA"|"22.7"
"BSPS00701P"|"ECONOMICO-STATISTICA"|"27.3"
"BSPS00701P"|"SCIENTIFICA"|"9.1"
"BSPS00701P"|"GEO-BIOLOGICA"|"9.1"
"BSPS00701P"|"LETTERARIA"|"4.5"
"BSPS00701P"|"GIURIDICA"|"4.5"
"BSPS00701P"|"LINGUISTICA"|"9.1"
"BSPS00701P"|"ARCHITETTURA"|"9.1"
"BSPS00701P"|"INSEGNAMENTO"|"4.5"
"BSPS00801E"|"INGEGNERIA"|"23.4"
"BSPS00801E"|"ECONOMICO-STATISTICA"|"8.5"
"BSPS00801E"|"SCIENTIFICA"|"8.5"
"BSPS00801E"|"POLITICO-SOCIALE"|"4.3"
"BSPS00801E"|"CHIMICO-FARMACEUTICA"|"4.3"
"BSPS00801E"|"LETTERARIA"|"2.1"
"BSPS00801E"|"GIURIDICA"|"10.6"
"BSPS00801E"|"LINGUISTICA"|"8.5"
"BSPS00801E"|"MEDICA"|"6.4"
"BSPS00801E"|"ARCHITETTURA"|"8.5"
"BSPS00801E"|"AGRARIO"|"4.3"
"BSPS00801E"|"INSEGNAMENTO"|"10.6"
"BSPS00901A"|"INGEGNERIA"|"22.9"
"BSPS00901A"|"ECONOMICO-STATISTICA"|"14.6"
"BSPS00901A"|"SCIENTIFICA"|"2.1"
"BSPS00901A"|"POLITICO-SOCIALE"|"2.1"
"BSPS00901A"|"GEO-BIOLOGICA"|"4.2"
"BSPS00901A"|"CHIMICO-FARMACEUTICA"|"2.1"
"BSPS00901A"|"LETTERARIA"|"6.3"
"BSPS00901A"|"GIURIDICA"|"4.2"
"BSPS00901A"|"LINGUISTICA"|"6.3"
"BSPS00901A"|"MEDICA"|"22.9"
"BSPS00901A"|"ARCHITETTURA"|"4.2"
"BSPS00901A"|"INSEGNAMENTO"|"8.3"
"BSPS00902B"|"INGEGNERIA"|"28.6"
"BSPS00902B"|"ECONOMICO-STATISTICA"|"7.1"
"BSPS00902B"|"SCIENTIFICA"|"3.6"
"BSPS00902B"|"GEO-BIOLOGICA"|"3.6"
"BSPS00902B"|"CHIMICO-FARMACEUTICA"|"3.6"
"BSPS00902B"|"LETTERARIA"|"3.6"
"BSPS00902B"|"PSICOLOGICA"|"7.1"
"BSPS00902B"|"GIURIDICA"|"3.6"
"BSPS00902B"|"LINGUISTICA"|"7.1"
"BSPS00902B"|"MEDICA"|"21.4"
"BSPS00902B"|"ARCHITETTURA"|"7.1"
"BSPS00902B"|"AGRARIO"|"3.6"
"BSPS01000D"|"INGEGNERIA"|"31.2"
"BSPS01000D"|"ECONOMICO-STATISTICA"|"11.5"
"BSPS01000D"|"SCIENTIFICA"|"2.1"
"BSPS01000D"|"POLITICO-SOCIALE"|"3.4"
"BSPS01000D"|"GEO-BIOLOGICA"|"6"
"BSPS01000D"|"CHIMICO-FARMACEUTICA"|"5.6"
"BSPS01000D"|"LETTERARIA"|"3.4"
"BSPS01000D"|"PSICOLOGICA"|"2.1"
"BSPS01000D"|"GIURIDICA"|"4.7"
"BSPS01000D"|"LINGUISTICA"|"3.4"
"BSPS01000D"|"MEDICA"|"16.2"
"BSPS01000D"|"ARCHITETTURA"|"7.3"
"BSPS01000D"|"AGRARIO"|"2.6"
"BSPS01000D"|"INSEGNAMENTO"|".4"
"BSPS01101A"|"INGEGNERIA"|"17.9"
"BSPS01101A"|"ECONOMICO-STATISTICA"|"15.4"
"BSPS01101A"|"CHIMICO-FARMACEUTICA"|"17.9"
"BSPS01101A"|"EDUCAZIONE FISICA"|"2.6"
"BSPS01101A"|"LETTERARIA"|"2.6"
"BSPS01101A"|"GIURIDICA"|"5.1"
"BSPS01101A"|"LINGUISTICA"|"2.6"
"BSPS01101A"|"MEDICA"|"23.1"
"BSPS01101A"|"ARCHITETTURA"|"5.1"
"BSPS01101A"|"AGRARIO"|"2.6"
"BSPS01101A"|"INSEGNAMENTO"|"5.1"
"BSPS01103C"|"INGEGNERIA"|"7.7"
"BSPS01103C"|"ECONOMICO-STATISTICA"|"7.7"
"BSPS01103C"|"POLITICO-SOCIALE"|"7.7"
"BSPS01103C"|"PSICOLOGICA"|"7.7"
"BSPS01103C"|"GIURIDICA"|"7.7"
"BSPS01103C"|"MEDICA"|"38.5"
"BSPS01103C"|"INSEGNAMENTO"|"23.1"
"BSPS012016"|"INGEGNERIA"|"6.3"
"BSPS012016"|"ECONOMICO-STATISTICA"|"5"
"BSPS012016"|"SCIENTIFICA"|"5"
"BSPS012016"|"POLITICO-SOCIALE"|"6.3"
"BSPS012016"|"GEO-BIOLOGICA"|"6.3"
"BSPS012016"|"CHIMICO-FARMACEUTICA"|"5"
"BSPS012016"|"EDUCAZIONE FISICA"|"3.8"
"BSPS012016"|"LETTERARIA"|"6.3"
"BSPS012016"|"PSICOLOGICA"|"5"
"BSPS012016"|"GIURIDICA"|"6.3"
"BSPS012016"|"LINGUISTICA"|"16.3"
"BSPS012016"|"MEDICA"|"12.5"
"BSPS012016"|"ARCHITETTURA"|"2.5"
"BSPS012016"|"AGRARIO"|"3.8"
"BSPS012016"|"INSEGNAMENTO"|"10"
"BSPS013012"|"INGEGNERIA"|"22"
"BSPS013012"|"ECONOMICO-STATISTICA"|"16.9"
"BSPS013012"|"SCIENTIFICA"|"3.4"
"BSPS013012"|"POLITICO-SOCIALE"|"3.4"
"BSPS013012"|"CHIMICO-FARMACEUTICA"|"5.1"
"BSPS013012"|"EDUCAZIONE FISICA"|"3.4"
"BSPS013012"|"LETTERARIA"|"3.4"
"BSPS013012"|"PSICOLOGICA"|"1.7"
"BSPS013012"|"GIURIDICA"|"6.8"
"BSPS013012"|"LINGUISTICA"|"8.5"
"BSPS013012"|"MEDICA"|"10.2"
"BSPS013012"|"ARCHITETTURA"|"10.2"
"BSPS013012"|"AGRARIO"|"3.4"
"BSPS013012"|"INSEGNAMENTO"|"1.7"
"BSPS01401T"|"INGEGNERIA"|"23.5"
"BSPS01401T"|"GEO-BIOLOGICA"|"5.9"
"BSPS01401T"|"LETTERARIA"|"5.9"
"BSPS01401T"|"GIURIDICA"|"23.5"
"BSPS01401T"|"LINGUISTICA"|"11.8"
"BSPS01401T"|"MEDICA"|"17.6"
"BSPS01401T"|"ARCHITETTURA"|"5.9"
"BSPS01401T"|"INSEGNAMENTO"|"5.9"
"BSPS017019"|"INGEGNERIA"|"24.3"
"BSPS017019"|"ECONOMICO-STATISTICA"|"10.8"
"BSPS017019"|"SCIENTIFICA"|"1.4"
"BSPS017019"|"POLITICO-SOCIALE"|"1.4"
"BSPS017019"|"GEO-BIOLOGICA"|"1.4"
"BSPS017019"|"CHIMICO-FARMACEUTICA"|"2.7"
"BSPS017019"|"LETTERARIA"|"2.7"
"BSPS017019"|"PSICOLOGICA"|"5.4"
"BSPS017019"|"GIURIDICA"|"12.2"
"BSPS017019"|"LINGUISTICA"|"6.8"
"BSPS017019"|"MEDICA"|"6.8"
"BSPS017019"|"ARCHITETTURA"|"5.4"
"BSPS017019"|"AGRARIO"|"4.1"
"BSPS017019"|"INSEGNAMENTO"|"14.9"
"BSPS018015"|"INGEGNERIA"|"16.4"
"BSPS018015"|"ECONOMICO-STATISTICA"|"20.5"
"BSPS018015"|"SCIENTIFICA"|"1.6"
"BSPS018015"|"POLITICO-SOCIALE"|"2.5"
"BSPS018015"|"GEO-BIOLOGICA"|"4.9"
"BSPS018015"|"CHIMICO-FARMACEUTICA"|"2.5"
"BSPS018015"|"LETTERARIA"|"4.1"
"BSPS018015"|"PSICOLOGICA"|"5.7"
"BSPS018015"|"GIURIDICA"|"3.3"
"BSPS018015"|"LINGUISTICA"|"12.3"
"BSPS018015"|"MEDICA"|"9.8"
"BSPS018015"|"ARCHITETTURA"|"2.5"
"BSPS018015"|"AGRARIO"|"4.9"
"BSPS018015"|"INSEGNAMENTO"|"8.2"
"BSPS018015"|"DIFESA E SICUREZZA"|".8"
"BSPS02401C"|"POLITICO-SOCIALE"|"16.7"
"BSPS02401C"|"CHIMICO-FARMACEUTICA"|"16.7"
"BSPS02401C"|"LINGUISTICA"|"50"
"BSPS02401C"|"MEDICA"|"16.7"
"BSPS03000P"|"INGEGNERIA"|"12.6"
"BSPS03000P"|"ECONOMICO-STATISTICA"|"7.9"
"BSPS03000P"|"SCIENTIFICA"|"1.6"
"BSPS03000P"|"POLITICO-SOCIALE"|"3.1"
"BSPS03000P"|"GEO-BIOLOGICA"|"4.7"
"BSPS03000P"|"CHIMICO-FARMACEUTICA"|"5.5"
"BSPS03000P"|"EDUCAZIONE FISICA"|"2.4"
"BSPS03000P"|"LETTERARIA"|"6.3"
"BSPS03000P"|"PSICOLOGICA"|"2.4"
"BSPS03000P"|"GIURIDICA"|"7.1"
"BSPS03000P"|"LINGUISTICA"|"14.2"
"BSPS03000P"|"MEDICA"|"16.5"
"BSPS03000P"|"ARCHITETTURA"|"7.9"
"BSPS03000P"|"AGRARIO"|"3.1"
"BSPS03000P"|"INSEGNAMENTO"|"4.7"
"BSPS05000X"|"INGEGNERIA"|"11.4"
"BSPS05000X"|"ECONOMICO-STATISTICA"|"7.3"
"BSPS05000X"|"SCIENTIFICA"|"4.1"
"BSPS05000X"|"POLITICO-SOCIALE"|"4.1"
"BSPS05000X"|"GEO-BIOLOGICA"|"4.1"
"BSPS05000X"|"CHIMICO-FARMACEUTICA"|"4.1"
"BSPS05000X"|"EDUCAZIONE FISICA"|".8"
"BSPS05000X"|"LETTERARIA"|"6.5"
"BSPS05000X"|"PSICOLOGICA"|"6.5"
"BSPS05000X"|"GIURIDICA"|"9.8"
"BSPS05000X"|"LINGUISTICA"|"13"
"BSPS05000X"|"MEDICA"|"13.8"
"BSPS05000X"|"ARCHITETTURA"|"4.1"
"BSPS05000X"|"AGRARIO"|"1.6"
"BSPS05000X"|"INSEGNAMENTO"|"8.9"
"BSPS070005"|"INGEGNERIA"|"22.7"
"BSPS070005"|"ECONOMICO-STATISTICA"|"14.5"
"BSPS070005"|"SCIENTIFICA"|"5.3"
"BSPS070005"|"POLITICO-SOCIALE"|"1.4"
"BSPS070005"|"GEO-BIOLOGICA"|"5.8"
"BSPS070005"|"CHIMICO-FARMACEUTICA"|"2.4"
"BSPS070005"|"EDUCAZIONE FISICA"|"1.9"
"BSPS070005"|"LETTERARIA"|"5.8"
"BSPS070005"|"PSICOLOGICA"|"2.9"
"BSPS070005"|"GIURIDICA"|"8.2"
"BSPS070005"|"LINGUISTICA"|"5.3"
"BSPS070005"|"MEDICA"|"14.5"
"BSPS070005"|"ARCHITETTURA"|"6.3"
"BSPS070005"|"AGRARIO"|"1.4"
"BSPS070005"|"INSEGNAMENTO"|"1.4"
"BSPS11000A"|"INGEGNERIA"|"20.5"
"BSPS11000A"|"ECONOMICO-STATISTICA"|"6.1"
"BSPS11000A"|"SCIENTIFICA"|"5.7"
"BSPS11000A"|"POLITICO-SOCIALE"|"6.1"
"BSPS11000A"|"GEO-BIOLOGICA"|"7"
"BSPS11000A"|"CHIMICO-FARMACEUTICA"|"4.8"
"BSPS11000A"|"EDUCAZIONE FISICA"|".4"
"BSPS11000A"|"LETTERARIA"|"5.7"
"BSPS11000A"|"PSICOLOGICA"|"3.1"
"BSPS11000A"|"GIURIDICA"|"7"
"BSPS11000A"|"LINGUISTICA"|"6.1"
"BSPS11000A"|"MEDICA"|"9.6"
"BSPS11000A"|"ARCHITETTURA"|"11.8"
"BSPS11000A"|"AGRARIO"|"4.4"
"BSPS11000A"|"INSEGNAMENTO"|"1.7"
"BSRA007018"|"SCIENTIFICA"|"8.3"
"BSRA007018"|"CHIMICO-FARMACEUTICA"|"16.7"
"BSRA007018"|"EDUCAZIONE FISICA"|"8.3"
"BSRA007018"|"MEDICA"|"41.7"
"BSRA007018"|"AGRARIO"|"25"
"BSRA02201A"|"GEO-BIOLOGICA"|"33.3"
"BSRA02201A"|"EDUCAZIONE FISICA"|"33.3"
"BSRA02201A"|"AGRARIO"|"33.3"
"BSRA02202B"|"ECONOMICO-STATISTICA"|"50"
"BSRA02202B"|"GEO-BIOLOGICA"|"25"
"BSRA02202B"|"AGRARIO"|"25"
"BSRA02203C"|"SCIENTIFICA"|"50"
"BSRA02203C"|"GIURIDICA"|"25"
"BSRA02203C"|"AGRARIO"|"25"
"BSRC001018"|"ECONOMICO-STATISTICA"|"6.7"
"BSRC001018"|"SCIENTIFICA"|"3.3"
"BSRC001018"|"POLITICO-SOCIALE"|"3.3"
"BSRC001018"|"GEO-BIOLOGICA"|"6.7"
"BSRC001018"|"CHIMICO-FARMACEUTICA"|"6.7"
"BSRC001018"|"LETTERARIA"|"3.3"
"BSRC001018"|"GIURIDICA"|"3.3"
"BSRC001018"|"MEDICA"|"43.3"
"BSRC001018"|"AGRARIO"|"20"
"BSRC001018"|"INSEGNAMENTO"|"3.3"
"BSRC00301X"|"ECONOMICO-STATISTICA"|"20"
"BSRC00301X"|"GIURIDICA"|"13.3"
"BSRC00301X"|"LINGUISTICA"|"40"
"BSRC00301X"|"INSEGNAMENTO"|"26.7"
"BSRC00401Q"|"SCIENTIFICA"|"33.3"
"BSRC00401Q"|"MEDICA"|"33.3"
"BSRC00401Q"|"INSEGNAMENTO"|"33.3"
"BSRC016023"|"ECONOMICO-STATISTICA"|"27.3"
"BSRC016023"|"POLITICO-SOCIALE"|"18.2"
"BSRC016023"|"LETTERARIA"|"9.1"
"BSRC016023"|"PSICOLOGICA"|"9.1"
"BSRC016023"|"GIURIDICA"|"18.2"
"BSRC016023"|"INSEGNAMENTO"|"18.2"
"BSRC028018"|"ECONOMICO-STATISTICA"|"29.4"
"BSRC028018"|"SCIENTIFICA"|"2.9"
"BSRC028018"|"POLITICO-SOCIALE"|"14.7"
"BSRC028018"|"LETTERARIA"|"2.9"
"BSRC028018"|"PSICOLOGICA"|"2.9"
"BSRC028018"|"GIURIDICA"|"8.8"
"BSRC028018"|"MEDICA"|"8.8"
"BSRC028018"|"INSEGNAMENTO"|"29.4"
"BSRC029014"|"INGEGNERIA"|"12.5"
"BSRC029014"|"ECONOMICO-STATISTICA"|"12.5"
"BSRC029014"|"POLITICO-SOCIALE"|"8.3"
"BSRC029014"|"GEO-BIOLOGICA"|"12.5"
"BSRC029014"|"CHIMICO-FARMACEUTICA"|"8.3"
"BSRC029014"|"LETTERARIA"|"4.2"
"BSRC029014"|"PSICOLOGICA"|"4.2"
"BSRC029014"|"GIURIDICA"|"4.2"
"BSRC029014"|"LINGUISTICA"|"16.7"
"BSRC029014"|"MEDICA"|"12.5"
"BSRC029014"|"INSEGNAMENTO"|"4.2"
"BSRC03401G"|"ECONOMICO-STATISTICA"|"18.2"
"BSRC03401G"|"POLITICO-SOCIALE"|"27.3"
"BSRC03401G"|"LINGUISTICA"|"18.2"
"BSRC03401G"|"INSEGNAMENTO"|"36.4"
"BSRH004011"|"AGRARIO"|"100"
"BSRH02000T"|"ECONOMICO-STATISTICA"|"25"
"BSRH02000T"|"POLITICO-SOCIALE"|"25"
"BSRH02000T"|"GIURIDICA"|"25"
"BSRH02000T"|"LINGUISTICA"|"25"
"BSRH02001V"|"ECONOMICO-STATISTICA"|"16.7"
"BSRH02001V"|"GEO-BIOLOGICA"|"16.7"
"BSRH02001V"|"LINGUISTICA"|"16.7"
"BSRH02001V"|"AGRARIO"|"50"
"BSRH02201E"|"POLITICO-SOCIALE"|"33.3"
"BSRH02201E"|"LINGUISTICA"|"33.3"
"BSRH02201E"|"AGRARIO"|"33.3"
"BSRH02701N"|"CHIMICO-FARMACEUTICA"|"50"
"BSRH02701N"|"GIURIDICA"|"50"
"BSRH031019"|"POLITICO-SOCIALE"|"35.7"
"BSRH031019"|"LETTERARIA"|"7.1"
"BSRH031019"|"PSICOLOGICA"|"14.3"
"BSRH031019"|"GIURIDICA"|"7.1"
"BSRH031019"|"LINGUISTICA"|"7.1"
"BSRH031019"|"MEDICA"|"14.3"
"BSRH031019"|"AGRARIO"|"7.1"
"BSRH031019"|"INSEGNAMENTO"|"7.1"
"BSRI001011"|"POLITICO-SOCIALE"|"22.2"
"BSRI001011"|"EDUCAZIONE FISICA"|"11.1"
"BSRI001011"|"LETTERARIA"|"11.1"
"BSRI001011"|"LINGUISTICA"|"22.2"
"BSRI001011"|"MEDICA"|"11.1"
"BSRI001011"|"INSEGNAMENTO"|"22.2"
"BSRI01000P"|"INGEGNERIA"|"28.6"
"BSRI01000P"|"ECONOMICO-STATISTICA"|"14.3"
"BSRI01000P"|"EDUCAZIONE FISICA"|"14.3"
"BSRI01000P"|"GIURIDICA"|"14.3"
"BSRI01000P"|"LINGUISTICA"|"14.3"
"BSRI01000P"|"MEDICA"|"14.3"
"BSRI01201B"|"INGEGNERIA"|"66.7"
"BSRI01201B"|"MEDICA"|"33.3"
"BSRI013017"|"SCIENTIFICA"|"100"
"BSRI01701E"|"INGEGNERIA"|"25"
"BSRI01701E"|"ECONOMICO-STATISTICA"|"25"
"BSRI01701E"|"SCIENTIFICA"|"25"
"BSRI01701E"|"POLITICO-SOCIALE"|"25"
"BSRI03201L"|"INGEGNERIA"|"23.1"
"BSRI03201L"|"ECONOMICO-STATISTICA"|"23.1"
"BSRI03201L"|"CHIMICO-FARMACEUTICA"|"7.7"
"BSRI03201L"|"LETTERARIA"|"7.7"
"BSRI03201L"|"MEDICA"|"15.4"
"BSRI03201L"|"ARCHITETTURA"|"7.7"
"BSRI03201L"|"INSEGNAMENTO"|"15.4"
"BSSL05000R"|"INGEGNERIA"|"3"
"BSSL05000R"|"SCIENTIFICA"|"3"
"BSSL05000R"|"POLITICO-SOCIALE"|"3"
"BSSL05000R"|"LETTERARIA"|"21.2"
"BSSL05000R"|"PSICOLOGICA"|"12.1"
"BSSL05000R"|"LINGUISTICA"|"3"
"BSSL05000R"|"MEDICA"|"6.1"
"BSSL05000R"|"ARCHITETTURA"|"39.4"
"BSSL05000R"|"AGRARIO"|"3"
"BSSL05000R"|"INSEGNAMENTO"|"6.1"
"BSTA01000V"|"INGEGNERIA"|"7.7"
"BSTA01000V"|"ECONOMICO-STATISTICA"|"5.1"
"BSTA01000V"|"POLITICO-SOCIALE"|"5.1"
"BSTA01000V"|"GEO-BIOLOGICA"|"5.1"
"BSTA01000V"|"CHIMICO-FARMACEUTICA"|"12.8"
"BSTA01000V"|"LETTERARIA"|"2.6"
"BSTA01000V"|"PSICOLOGICA"|"5.1"
"BSTA01000V"|"LINGUISTICA"|"5.1"
"BSTA01000V"|"MEDICA"|"10.3"
"BSTA01000V"|"AGRARIO"|"41"
"BSTA023012"|"INGEGNERIA"|"30.4"
"BSTA023012"|"ECONOMICO-STATISTICA"|"8.7"
"BSTA023012"|"GEO-BIOLOGICA"|"4.3"
"BSTA023012"|"EDUCAZIONE FISICA"|"4.3"
"BSTA023012"|"GIURIDICA"|"4.3"
"BSTA023012"|"LINGUISTICA"|"4.3"
"BSTA023012"|"ARCHITETTURA"|"8.7"
"BSTA023012"|"AGRARIO"|"34.8"
"BSTD003017"|"INGEGNERIA"|"18.5"
"BSTD003017"|"ECONOMICO-STATISTICA"|"40.7"
"BSTD003017"|"SCIENTIFICA"|"3.7"
"BSTD003017"|"EDUCAZIONE FISICA"|"3.7"
"BSTD003017"|"LETTERARIA"|"3.7"
"BSTD003017"|"GIURIDICA"|"7.4"
"BSTD003017"|"LINGUISTICA"|"11.1"
"BSTD003017"|"ARCHITETTURA"|"11.1"
"BSTD004013"|"ECONOMICO-STATISTICA"|"25"
"BSTD004013"|"GIURIDICA"|"50"
"BSTD004013"|"INSEGNAMENTO"|"25"
"BSTD00701E"|"INGEGNERIA"|"5.3"
"BSTD00701E"|"ECONOMICO-STATISTICA"|"26.3"
"BSTD00701E"|"POLITICO-SOCIALE"|"15.8"
"BSTD00701E"|"GIURIDICA"|"15.8"
"BSTD00701E"|"LINGUISTICA"|"15.8"
"BSTD00701E"|"ARCHITETTURA"|"10.5"
"BSTD00701E"|"INSEGNAMENTO"|"10.5"
"BSTD00801A"|"INGEGNERIA"|"7.7"
"BSTD00801A"|"ECONOMICO-STATISTICA"|"41"
"BSTD00801A"|"POLITICO-SOCIALE"|"7.7"
"BSTD00801A"|"LETTERARIA"|"5.1"
"BSTD00801A"|"GIURIDICA"|"10.3"
"BSTD00801A"|"LINGUISTICA"|"10.3"
"BSTD00801A"|"MEDICA"|"2.6"
"BSTD00801A"|"ARCHITETTURA"|"10.3"
"BSTD00801A"|"INSEGNAMENTO"|"5.1"
"BSTD009016"|"INGEGNERIA"|"18"
"BSTD009016"|"ECONOMICO-STATISTICA"|"40"
"BSTD009016"|"SCIENTIFICA"|"8"
"BSTD009016"|"LETTERARIA"|"2"
"BSTD009016"|"PSICOLOGICA"|"4"
"BSTD009016"|"GIURIDICA"|"6"
"BSTD009016"|"LINGUISTICA"|"4"
"BSTD009016"|"MEDICA"|"6"
"BSTD009016"|"ARCHITETTURA"|"8"
"BSTD009016"|"AGRARIO"|"2"
"BSTD009016"|"INSEGNAMENTO"|"2"
"BSTD011016"|"ECONOMICO-STATISTICA"|"33.3"
"BSTD011016"|"EDUCAZIONE FISICA"|"8.3"
"BSTD011016"|"LETTERARIA"|"8.3"
"BSTD011016"|"LINGUISTICA"|"41.7"
"BSTD011016"|"AGRARIO"|"8.3"
"BSTD012012"|"ECONOMICO-STATISTICA"|"61.5"
"BSTD012012"|"POLITICO-SOCIALE"|"7.7"
"BSTD012012"|"GIURIDICA"|"7.7"
"BSTD012012"|"MEDICA"|"7.7"
"BSTD012012"|"INSEGNAMENTO"|"15.4"
"BSTD01301T"|"INGEGNERIA"|"36.4"
"BSTD01301T"|"ECONOMICO-STATISTICA"|"36.4"
"BSTD01301T"|"GIURIDICA"|"9.1"
"BSTD01301T"|"MEDICA"|"13.6"
"BSTD01301T"|"AGRARIO"|"4.5"
"BSTD01401N"|"ECONOMICO-STATISTICA"|"100"
"BSTD016019"|"INGEGNERIA"|"22.2"
"BSTD016019"|"ECONOMICO-STATISTICA"|"40.7"
"BSTD016019"|"GEO-BIOLOGICA"|"3.7"
"BSTD016019"|"GIURIDICA"|"3.7"
"BSTD016019"|"LINGUISTICA"|"14.8"
"BSTD016019"|"ARCHITETTURA"|"11.1"
"BSTD016019"|"INSEGNAMENTO"|"3.7"
"BSTD02000X"|"INGEGNERIA"|"17.8"
"BSTD02000X"|"ECONOMICO-STATISTICA"|"24.4"
"BSTD02000X"|"POLITICO-SOCIALE"|"8.9"
"BSTD02000X"|"LETTERARIA"|"4.4"
"BSTD02000X"|"PSICOLOGICA"|"4.4"
"BSTD02000X"|"GIURIDICA"|"4.4"
"BSTD02000X"|"LINGUISTICA"|"20"
"BSTD02000X"|"MEDICA"|"2.2"
"BSTD02000X"|"ARCHITETTURA"|"6.7"
"BSTD02000X"|"AGRARIO"|"2.2"
"BSTD02000X"|"INSEGNAMENTO"|"4.4"
"BSTD02201L"|"EDUCAZIONE FISICA"|"14.3"
"BSTD02201L"|"LINGUISTICA"|"85.7"
"BSTD024018"|"INGEGNERIA"|"3.3"
"BSTD024018"|"ECONOMICO-STATISTICA"|"46.2"
"BSTD024018"|"SCIENTIFICA"|"2.2"
"BSTD024018"|"POLITICO-SOCIALE"|"2.2"
"BSTD024018"|"LETTERARIA"|"5.5"
"BSTD024018"|"PSICOLOGICA"|"1.1"
"BSTD024018"|"GIURIDICA"|"5.5"
"BSTD024018"|"LINGUISTICA"|"30.8"
"BSTD024018"|"MEDICA"|"1.1"
"BSTD024018"|"INSEGNAMENTO"|"2.2"
"BSTD02701Q"|"INGEGNERIA"|"32.6"
"BSTD02701Q"|"ECONOMICO-STATISTICA"|"23.3"
"BSTD02701Q"|"POLITICO-SOCIALE"|"9.3"
"BSTD02701Q"|"GEO-BIOLOGICA"|"2.3"
"BSTD02701Q"|"EDUCAZIONE FISICA"|"2.3"
"BSTD02701Q"|"GIURIDICA"|"4.7"
"BSTD02701Q"|"LINGUISTICA"|"7"
"BSTD02701Q"|"ARCHITETTURA"|"14"
"BSTD02701Q"|"INSEGNAMENTO"|"4.7"
"BSTD070001"|"INGEGNERIA"|"13.2"
"BSTD070001"|"ECONOMICO-STATISTICA"|"39.7"
"BSTD070001"|"POLITICO-SOCIALE"|"2.9"
"BSTD070001"|"PSICOLOGICA"|"2.9"
"BSTD070001"|"GIURIDICA"|"7.4"
"BSTD070001"|"LINGUISTICA"|"10.3"
"BSTD070001"|"MEDICA"|"1.5"
"BSTD070001"|"ARCHITETTURA"|"17.6"
"BSTD070001"|"AGRARIO"|"1.5"
"BSTD070001"|"INSEGNAMENTO"|"2.9"
"BSTD15000L"|"INGEGNERIA"|"11.1"
"BSTD15000L"|"ECONOMICO-STATISTICA"|"55.6"
"BSTD15000L"|"POLITICO-SOCIALE"|"8.3"
"BSTD15000L"|"EDUCAZIONE FISICA"|"2.8"
"BSTD15000L"|"LETTERARIA"|"2.8"
"BSTD15000L"|"GIURIDICA"|"13.9"
"BSTD15000L"|"LINGUISTICA"|"5.6"
"BSTF00101T"|"INGEGNERIA"|"60"
"BSTF00101T"|"SCIENTIFICA"|"40"
"BSTF004019"|"INGEGNERIA"|"83.3"
"BSTF004019"|"SCIENTIFICA"|"8.3"
"BSTF004019"|"LETTERARIA"|"8.3"
"BSTF006011"|"INGEGNERIA"|"70.6"
"BSTF006011"|"ECONOMICO-STATISTICA"|"11.8"
"BSTF006011"|"POLITICO-SOCIALE"|"5.9"
"BSTF006011"|"LINGUISTICA"|"5.9"
"BSTF006011"|"MEDICA"|"5.9"
"BSTF01000G"|"INGEGNERIA"|"65.2"
"BSTF01000G"|"ECONOMICO-STATISTICA"|"9.8"
"BSTF01000G"|"SCIENTIFICA"|"8"
"BSTF01000G"|"POLITICO-SOCIALE"|"1.8"
"BSTF01000G"|"GEO-BIOLOGICA"|"2.7"
"BSTF01000G"|"CHIMICO-FARMACEUTICA"|"3.6"
"BSTF01000G"|"LETTERARIA"|".9"
"BSTF01000G"|"GIURIDICA"|"1.8"
"BSTF01000G"|"MEDICA"|"3.6"
"BSTF01000G"|"ARCHITETTURA"|"2.7"
